Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Yost, K.G., Mallatt, M.E., Liebman, J., Demke, R.","7003711782; 6603421283; 7101608700; 6603322729","Interproximal gingivitis and plaque reduction by four interdental products",2006,"Journal of Clinical Dentistry",17,"3",,79,83,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748934042&partnerID=40&md5=59646efb603f2bddc506af1005aaf603",Article,Final,,Scopus,2-s2.0-33748934042
"Do Amaral, F.M.F., Ramos, P.G.D.A., Ferreira, S.R.G.","55946133000; 57021025100; 35474881800","Study on the frequency of caries and associated factors in type 1 diabetes mellitus | Estudo da freqüência de cárie e fatores associados no diabetes mellitus tipo 1",2006,"Arquivos Brasileiros de Endocrinologia e Metabologia",50,"3",,515,522,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748040768&partnerID=40&md5=46d81a2bfff1e4d9b1deda08519d7127",Article,Final,,Scopus,2-s2.0-33748040768
"Sander, F.M., Sander, C., Toth, M., Sander, F.G.","55200992400; 7102436005; 40162427800; 7005399399","Dental care during orthodontic treatment with electric toothbrushes | Zahnpflege während kieferorthopädischer Behandlung mit elektrischen Zahnbürsten",2006,"Journal of Orofacial Orthopedics",67,"5",,337,345,,4,10.1007/s00056-006-0608-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748307708&partnerID=40&md5=11a72f935be4f136527c4a16e265b42f",Article,Final,,Scopus,2-s2.0-33748307708
[No author name available],[No author name available],"Why floss?",2006,"CDS review",99,"5",,27,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39049181073&partnerID=40&md5=9768f9ae6fa1ec27238fcc8a786e5c24",Article,Final,,Scopus,2-s2.0-39049181073
"Paraskevas, S., Timmerman, M.F., van der Velden, U., van der Weijden, G.A.","8119502300; 7005589793; 7005510811; 7006452895","Additional effect of dentifrices on the instant efficacy of toothbrushing",2006,"Journal of Periodontology",77,"9",,1522,1527,,26,10.1902/jop.2006.050188,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750132486&partnerID=40&md5=1e13f1d9c097c24aea787e19bd0626fc",Article,Final,,Scopus,2-s2.0-33750132486
"Kolahi, J., Soolari, A.","14058230100; 6602461030","Rinsing with chlorhexidine gluconate solution after brushing and flossing teeth: A systematic review of effectiveness",2006,"Quintessence International",37,"8",,605,612,,45,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746854291&partnerID=40&md5=61c54e7ed65ffe92aa91fb897b76ddcf",Review,Final,,Scopus,2-s2.0-33746854291
"Roman-Torres, C.V.G., Cortelli, S.C., de Araujo, M.W.B., Aquino, D.R., Cortelli, J.R.","15023076100; 6506127868; 15062208500; 8573898400; 6603263818","A short-term clinical and microbial evaluation of periodontal therapy associated with amalgam overhang removal",2006,"Journal of Periodontology",77,"9",,1591,1597,,8,10.1902/jop.2006.050145,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750110896&partnerID=40&md5=55eaeb2371647422bf874e53f495972d",Article,Final,,Scopus,2-s2.0-33750110896
"Parini, M.R., Pitt, W.G.","10040959500; 7005408810","Dynamic removal of oral biofilms by bubbles",2006,"Colloids and Surfaces B: Biointerfaces",52,"1",,39,46,,23,10.1016/j.colsurfb.2006.06.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748066306&partnerID=40&md5=cd58ee3bea01dd025c0c4e8267f3a075",Article,Final,,Scopus,2-s2.0-33748066306
"Medina-Solís, C.E., Segovia-Villanueva, A., Estrella-Rodríguez, R., Maupomé, G., Ávila-Burgos, L., Pérez-Nuñez, R.","8530789600; 8449224900; 8449224600; 7005579001; 8530790100; 13104551600","Association of socioeconomic status with oral hygiene in preschool under the preventive dentistry program IMSS in Campeche | Asociación del nivel socioeconómico con la higiene bucal en preescolares bajo el programa de odontología preventiva del IMSS en Campeche",2006,"Gaceta Medica de Mexico",142,"5",,363,368,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249805600&partnerID=40&md5=7ae5c4ad8945042736b012874dafbeea",Article,Final,,Scopus,2-s2.0-34249805600
"Jackson, M.A., Kellet, M., Worthington, H.V., Clerehugh, V.","55456035800; 57189433512; 7102322448; 7003386561","Comparison of interdental cleaning methods: A randomized controlled trial",2006,"Journal of Periodontology",77,"8",,1421,1429,,32,10.1902/jop.2006.050360,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748559496&partnerID=40&md5=4c5846f87ef5890bd7a7052d92eec57b",Article,Final,,Scopus,2-s2.0-33748559496
"Zimmer, S., Kolbe, C., Kaiser, G., Krage, T., Ommerborn, M., Barthel, C.","55540538800; 15063083900; 14522448000; 8580689900; 8948555800; 7004330231","Clinical efficacy of flossing versus use of antimicrobial rinses",2006,"Journal of Periodontology",77,"8",,1380,1385,,37,10.1902/jop.2006.050362,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748519275&partnerID=40&md5=cd73d841f2da7a97816800184a5aeef6",Article,Final,,Scopus,2-s2.0-33748519275
"Faveri, M., Hayacibara, M.F., Pupio, G.C., Cury, J.A., Tsuzuki, C.O., Hayacibara, R.M.","14044947600; 55909701400; 14045563400; 7006668715; 14045966500; 15022124800","A cross-over study on the effect of various therapeutic approaches to morning breath odour",2006,"Journal of Clinical Periodontology",33,"8",,555,560,,32,10.1111/j.1600-051X.2006.00955.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746218689&partnerID=40&md5=32fdf42255dcc71ba3378bfa910f84da",Article,Final,,Scopus,2-s2.0-33746218689
"Farrell, S., Terézhalmy, G.T., Bartizek, R.D., Biesbrock, A.R.","14119531300; 7005162342; 7003875369; 7006881075","Comparative plaque removal efficacy of a dual-action power toothbrush and a manual tooth: Effects by tooth type",2006,"American Journal of Dentistry",19,"4",,195,200,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748667293&partnerID=40&md5=1b55709e330813f158fcc7f9831cd4bb",Article,Final,,Scopus,2-s2.0-33748667293
[No author name available],[No author name available],"Toothpaste: think they whiten? Think again.",2006,"Consumer reports.",71,"8",,12,14,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746465912&partnerID=40&md5=0b12c7a7fd6cdb6cd4165ed0cad6bd45",Article,Final,,Scopus,2-s2.0-33746465912
"Heijnsbroek, M., Gerardu, V.A.M., Buijs, M.J., Van Loveren, C., Ten Cate, J.M., Timmerman, M.F., Van Der Weijden, G.A.","13608561900; 56619734900; 7003821682; 7004029607; 7101914453; 7005589793; 7006452895","Increased salivary fluoride concentrations after post-brush fluoride rinsing not reflected in dental plaque",2006,"Caries Research",40,"5",,444,448,,16,10.1159/000094292,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748325809&partnerID=40&md5=49ac59cc4b9150a03eeeefdbf0572449",Conference Paper,Final,,Scopus,2-s2.0-33748325809
"Krasse, P., Carlsson, B., Dahl, C., Paulsson, A., Nilsson, Å., Sinkiewicz, G.","6505519430; 57209904725; 57209898977; 57209902890; 57209945400; 14036425800","Decreased gum bleeding and reduced gingivitis by the probiotic Lactobacillus reuteri",2006,"Swedish Dental Journal",30,"2",,55,60,,159,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745807244&partnerID=40&md5=777009be591550f5736478436debf395",Article,Final,,Scopus,2-s2.0-33745807244
"Sharma, N.C., Lyle, D.M., Qaqish, J.G., Galustians, J.","7401739200; 8845142800; 6603888945; 6506172414","Evaluation of the plaque removal efficacy of three power toothbrushes.",2006,"Journal of the International Academy of Periodontology",8,"3",,83,88,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747831437&partnerID=40&md5=6cdadc5c2227dd70dd383e073feafdcb",Article,Final,,Scopus,2-s2.0-33747831437
"Rafe, Z., Vardimon, A., Ashkenazi, M.","14036243700; 7003378303; 7004072167","Comparative study of 3 types of toothbrushes in patients with fixed orthodontic appliances",2006,"American Journal of Orthodontics and Dentofacial Orthopedics",130,"1",,92,95,,20,10.1016/j.ajodo.2006.01.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745822079&partnerID=40&md5=eaf3c638ecbda165429a986cf5803b9f",Article,Final,,Scopus,2-s2.0-33745822079
"White, D.J., Kozak, K.M., Gibb, R.D., Dunavent, J.M., Klukowska, M., Sagel, P.A.","7404818417; 7006453815; 57207509155; 8963033200; 14052090900; 6603333638","A 24-hour dental plaque prevention study with a stannous fluoride dentifrice containing hexametaphosphate",2006,"Journal of Contemporary Dental Practice",7,"3",,001,011,,28,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746490705&partnerID=40&md5=9d714fb5eac182857193267452f72099",Article,Final,,Scopus,2-s2.0-33746490705
"Martens, L., Vanobbergen, J., Willems, S., Aps, J., De Maeseneer, J.","7103396069; 6603866434; 7006105514; 6602989876; 7003617693","Determinants of early childhood caries in a group of inner-city children",2006,"Quintessence International",37,"7",,527,536,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745401951&partnerID=40&md5=3c478f414db99c3704704f4532d3939c",Article,Final,,Scopus,2-s2.0-33745401951
"Brackett, M.G., Drisko, C.L., Thompson, A.L., Waller, J.L., Marshall, D.L., Schuster, G.S.","8108886600; 7004088210; 12772916400; 7202298392; 14052445300; 7201953632","Penetration of fluids into peridontal pockets using a powered toothebrush/irrigator device",2006,"Journal of Contemporary Dental Practice",7,"3",,030,039,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746501525&partnerID=40&md5=7091e4c58da8f5f2f9478621daa0e424",Article,Final,,Scopus,2-s2.0-33746501525
"Hugo, F.N., Hilgert, J.B., Bozzetti, M.C., Bandeira, D.R., Gonçalves, T.R., Pawlowski, J., de Sousa, M. da L.R.","13403199800; 12772134600; 7003430559; 6507432337; 14063196300; 15063442800; 7103056112","Chronic stress, depression, and cortisol levels as risk indicators of elevated plaque and gingivitis levels in individuals aged 50 years and older",2006,"Journal of Periodontology",77,"6",,1008,1014,,31,10.1902/jop.2006.050037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747060223&partnerID=40&md5=7a9afb8ead37b9071f11b890ca5dcd46",Article,Final,,Scopus,2-s2.0-33747060223
"Splieth, C.H., Nourallah, A.W.","7004149656; 6506375852","An occlusal plaque index. Measurements of repeatability, reproducibility, and sensitivity",2006,"American Journal of Dentistry",19,"3",,135,137,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746788493&partnerID=40&md5=9a49c01136e3afd6d1c8e6b0dcf829a1",Article,Final,,Scopus,2-s2.0-33746788493
"Forner, L., Larsen, T., Kilian, M., Holmstrup, P.","57059447100; 7202517430; 7102876785; 7006745411","Incidence of bacteremia after chewing, tooth brushing and scaling in individuals with periodontal inflammation",2006,"Journal of Clinical Periodontology",33,"6",,401,407,,355,10.1111/j.1600-051X.2006.00924.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646685234&partnerID=40&md5=78f0ef709b9dcbc6650b199579dc10ac",Article,Final,,Scopus,2-s2.0-33646685234
"Gonçalves, P.F., Gurgel, B.C.V., Pimentel, S.P., Sallum, E.A., Sallum, A.W., Casati, M.Z., Nociti Jr., F.H.","7102980975; 14063236800; 6602834137; 7003395367; 7004062333; 35567766200; 7005323635","Root cementum modulates periodontal regeneration in class III furcation defects treated by the guided tissue regeneration technique: A histometric study in dogs",2006,"Journal of Periodontology",77,"6",,976,982,,11,10.1902/jop.2006.050243,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747057760&partnerID=40&md5=444b96ee17eca1724857df3e80145690",Article,Final,,Scopus,2-s2.0-33747057760
"White, D.A., Chadwick, B.L., Nuttall, N.M., Chestnutt, I.G., Steele, J.G.","7404819937; 7005162675; 7005246426; 55664914300; 7402403867","Oral health habits amongst children in the United Kingdom in 2003",2006,"British Dental Journal",200,"9",,487,491,,8,10.1038/sj.bdj.4813523,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646850238&partnerID=40&md5=099aa3c7d382dd53d5f84a220c45cd86",Article,Final,,Scopus,2-s2.0-33646850238
"Cugini, M., Warren, P.R.","57188834114; 7201608431","The oral-B crossaction manual toothbrush: A 5-year literature review",2006,"Journal of the Canadian Dental Association",72,"4",,323,323k,,38,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646549618&partnerID=40&md5=1c11c7ea03d14ab21150a48771c2e38d",Review,Final,,Scopus,2-s2.0-33646549618
"Gerardu, V.A.M., Van Loveren, C., Heijnsbroek, M., Buijs, M.J., Van Der Weijden, G.A., Ten Cate, J.M.","56619734900; 7004029607; 13608561900; 7003821682; 7006452895; 7101914453","Effects of various rinsing protocols after the use of amine fluoride/stannous fluoride toothpaste on the acid production of dental plaque and tongue flora",2006,"Caries Research",40,"3",,245,250,,9,10.1159/000092233,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645363522&partnerID=40&md5=43a5badf4fd34841a08e5f20fa9147f4",Article,Final,,Scopus,2-s2.0-33645363522
"Dikbas, I., Koksal, T., Calikkocaoglu, S.","14012242600; 14013206900; 16229764300","Investigation of the cleanliness of dentures in a university hospital",2006,"International Journal of Prosthodontics",19,"3",,294,298,,38,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745017169&partnerID=40&md5=74ce316a55e6447a90873c371b21fbe1",Article,Final,,Scopus,2-s2.0-33745017169
"Maltz, M., Scherer, S.C., Parolo, C.C.F., Jardim, J.J.","13609697500; 13609329300; 13609214600; 13607913000","Acid susceptibility of arrested enamel lesions: In situ study",2006,"Caries Research",40,"3",,251,255,,7,10.1159/000092234,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646755591&partnerID=40&md5=38e289eb8819e98d616bb5bc06d021e7",Article,Final,,Scopus,2-s2.0-33646755591
"Berger, J.C., Driscoll, C.F., Romberg, E., Luo, Q., Thompson, G.","13005675200; 7202046478; 7003358321; 57199674609; 7403077273","Surface roughness of denture base acrylic resins after processing and after polishing",2006,"Journal of Prosthodontics",15,"3",,180,186,,47,10.1111/j.1532-849X.2006.00098.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646244756&partnerID=40&md5=556e182e1165efa99741c6e3a161738d",Article,Final,,Scopus,2-s2.0-33646244756
"Deshmukh, J., Vandana, K., Chandrashekar, K., Savitha, B.","57065229300; 6601925611; 57207584298; 8575948900","Clinical evaluation of an ionic tooth brush on oral hygiene status, gingival status, and microbial parameter",2006,"Indian Journal of Dental Research",17,"2",,74,77,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847617450&partnerID=40&md5=143bf8d14ac3610c77fa05772852d9d9",Article,Final,,Scopus,2-s2.0-33847617450
"Hujoel, P.P., Cunha-Cruz, J., Banting, D.W., Loesche, W.J.","7006267759; 8948539900; 56076145600; 7007025302","Dental flossing and interproximal caries: A systematic review",2006,"Journal of Dental Research",85,"4",,298,305,,80,10.1177/154405910608500404,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646367409&partnerID=40&md5=8e18ccfb03ed9f6d40485d17884211c6",Review,Final,,Scopus,2-s2.0-33646367409
"McCracken, G.I., Preshaw, P.M., Steen, I.N., Swan, M., DeJager, M., Heasman, P.A.","7201778129; 7003916315; 35501663700; 12779864500; 19642725200; 7006710524","Measuring plaque in clinical trials: Index or weight?",2006,"Journal of Clinical Periodontology",33,"3",,172,176,,11,10.1111/j.1600-051X.2006.00877.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645036138&partnerID=40&md5=2c98f02a33d88fb5cea1b2503618801e",Article,Final,,Scopus,2-s2.0-33645036138
"Suge, T., Kawasaki, A., Ishikawa, K., Matsuo, T., Ebisu, S.","12757587900; 57190837345; 7404554763; 7403703269; 50161215000","Effects of plaque control on the patency of dentinal tubules: An in vivo study in beagle dogs",2006,"Journal of Periodontology",77,"3",,454,459,,19,10.1902/jop.2006.050159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646346136&partnerID=40&md5=4d61577d9eb5462461e92ca0a405e637",Article,Final,,Scopus,2-s2.0-33646346136
"Dalben, G.D.S., Das Neves, L.T., Gomide, M.R.","6507438351; 6602301661; 6601956293","Oral health status of children with Treacher Collins syndrome",2006,"Special Care in Dentistry",26,"2",,71,75,,6,10.1111/j.1754-4505.2006.tb01513.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33744803159&partnerID=40&md5=85938b8a9e3cb33bbd56a277fde04d5f",Article,Final,,Scopus,2-s2.0-33744803159
"Almomani, F., Brown, C., Williams, K.B.","13006857800; 56309704200; 35562131600","The effect of an oral health promotion program for people with psychiatric disabilities",2006,"Psychiatric Rehabilitation Journal",29,"4",,274,281,,36,10.2975/29.2006.274.281,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645991791&partnerID=40&md5=183302226bfe4ee7c019372bc014181b",Article,Final,,Scopus,2-s2.0-33645991791
"Bernhardt, O., Gesch, D., Look, J.O., Hodges, J.S., Schwahn, C., Mack, F., Kocher, T.","56017818500; 6701816214; 6603044034; 7202899483; 6701708288; 15846208100; 7102674816","The influence of dynamic occlusal interferences on probing depth and attachment level: Results of the study of health in Pomerania (SHIP)",2006,"Journal of Periodontology",77,"3",,506,516,,20,10.1902/jop.2006.050167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646342778&partnerID=40&md5=2f11b1dbedd55886db5d13582aa83315",Article,Final,,Scopus,2-s2.0-33646342778
"Paquette, D.W., Rosenberg, A., Lohinai, Z., Southan, G.J., Williams, R.C., Offenbacher, S., Szabò, C.","7006071432; 56268022000; 6701844656; 7004861296; 57203074068; 7005686120; 36041388400","Inhibition of experimental gingivitis in beagle dogs with topical mercaptoalkylguanidines",2006,"Journal of Periodontology",77,"3",,385,391,,8,10.1902/jop.2006.050049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646347661&partnerID=40&md5=5381030679d3b2d63b1f620581b1f8bf",Article,Final,,Scopus,2-s2.0-33646347661
"Gil-Montoya, J.A., de Mello, A.L.F., Cardenas, C.B., Lopez, I.G.","6602316609; 19638688300; 13004124400; 36842388500","Oral Health Protocol for the Dependent Institutionalized Elderly",2006,"Geriatric Nursing",27,"2",,95,101,,42,10.1016/j.gerinurse.2005.12.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645907859&partnerID=40&md5=ac15c0ce1bd250eb7e2fdeb89be8da34",Article,Final,,Scopus,2-s2.0-33645907859
